10000 100000
801 5385 1000000
7923 4170 1000000
8007 3594 1000000
8101 8706 1000000
3291 8706 1000000
1111 3989 -211420
3236 9478 1000000
9653 9205 1000000
1696 7824 1000000
586 6890 1000000
6499 5385 1000000
7148 6890 1000000
3631 7824 1000000
3320 8041 -214782
3076 9205 1000000
2611 3594 1000000
2816 3625 -212048
7097 5385 1000000
8958 9205 1000000
8116 9478 1000000
5109 6890 1000000
672 3594 1000000
394 9205 1000000
131 3594 1000000
9018 5385 1000000
3216 3594 1000000
6020 5822 1000000
5671 5385 1000000
9078 5385 1000000
6849 4170 1000000
6333 8706 1000000
6579 4170 1000000
9463 3314 -218124
9231 6890 1000000
451 9478 1000000
3622 5822 1000000
8812 6890 1000000
3143 7824 1000000
2822 9478 1000000
5373 5385 1000000
5025 8706 1000000
3565 6890 1000000
1938 6890 1000000
5870 4170 1000000
8635 5385 1000000
5109 7824 1000000
2908 5822 1000000
1982 8706 1000000
4690 7824 1000000
5322 7824 1000000
5750 5822 1000000
776 4873 -218819
5488 3594 1000000
9200 3594 1000000
5036 5385 1000000
223 9478 1000000
1872 5385 1000000
2857 5385 1000000
8329 5822 1000000
1203 7824 1000000
5801 8706 1000000
4683 5385 1000000
9698 4170 1000000
685 7824 1000000
3616 8706 1000000
2720 5822 1000000
6341 8706 1000000
1128 5790 -213462
4283 8706 1000000
8831 8706 1000000
6221 7693 -213209
7818 9478 1000000
1444 8706 1000000
2558 4170 1000000
528 5822 1000000
1505 6890 1000000
9984 6890 1000000
9981 6890 1000000
5036 3594 1000000
5139 6890 1000000
9595 9478 1000000
8375 4170 1000000
2970 8706 1000000
4016 6890 1000000
3842 4170 1000000
165 3594 1000000
2964 8706 1000000
7637 6668 -210997
930 8443 -210200
468 4170 1000000
9435 6890 1000000
6616 6890 1000000
86 8706 1000000
9591 9478 1000000
3331 9478 1000000
3838 3594 1000000
8780 7824 1000000
2620 6890 1000000
3267 6890 1000000
7101 3594 1000000
3159 3594 1000000
690 3594 1000000
3475 4279 -215163
1744 9205 1000000
3452 7824 1000000
880 5385 1000000
8995 8706 1000000
5197 9205 1000000
2699 5385 1000000
6266 6438 -219062
7065 5385 1000000
1116 5822 1000000
7754 3594 1000000
1599 9478 1000000
7213 7824 1000000
7270 4170 1000000
4072 4170 1000000
3960 9205 1000000
9724 9205 1000000
2635 9205 1000000
1705 5822 1000000
6187 5822 1000000
6068 6289 -215839
1298 9478 1000000
5534 5822 1000000
3186 5822 1000000
7756 5822 1000000
1192 4050 -214474
7231 3986 -211871
1978 9205 1000000
2024 7824 1000000
2236 9205 1000000
592 3594 1000000
4098 4170 1000000
2334 6890 1000000
1977 6890 1000000
9397 3594 1000000
4190 7824 1000000
787 9478 1000000
6552 5822 1000000
5691 3594 1000000
7848 4170 1000000
7922 3594 1000000
9596 6890 1000000
9386 7824 1000000
1380 9478 1000000
1842 6890 1000000
477 3594 1000000
4590 4170 1000000
5148 4170 1000000
6342 674 -217469
7570 5385 1000000
2559 4777 -217891
3487 9205 1000000
4297 7824 1000000
8890 6890 1000000
6619 6890 1000000
1426 6890 1000000
256 8706 1000000
2762 5385 1000000
5157 5822 1000000
5224 5822 1000000
7599 9478 1000000
6134 5822 1000000
9428 3594 1000000
2758 8706 1000000
9607 5385 1000000
8091 5385 1000000
8711 4170 1000000
2179 9205 1000000
3480 5385 1000000
5197 3594 1000000
6595 9205 1000000
5943 8706 1000000
2226 9205 1000000
9438 6890 1000000
5744 3594 1000000
2078 5385 1000000
6328 8706 1000000
7403 9205 1000000
9122 4170 1000000
6356 5385 1000000
8797 3594 1000000
3839 1105 -218913
6010 7556 -217095
494 5385 1000000
5132 3594 1000000
3009 9478 1000000
6386 7824 1000000
2347 9478 1000000
7937 4170 1000000
664 5822 1000000
6906 4170 1000000
5242 7824 1000000
3353 3594 1000000
9401 8706 1000000
7216 8706 1000000
3965 4170 1000000
2903 3594 1000000
9984 6043 -210443
1037 5247 -213324
9075 6890 1000000
1750 7824 1000000
2562 9478 1000000
1498 5822 1000000
2160 5822 1000000
378 5385 1000000
5594 9478 1000000
6461 7824 1000000
9890 8706 1000000
7183 7824 1000000
1574 9205 1000000
9915 393 -210408
2304 5385 1000000
1331 5385 1000000
7401 8706 1000000
7717 6890 1000000
6626 8706 1000000
3598 9205 1000000
7176 3594 1000000
9160 7824 1000000
7808 7824 1000000
5237 9205 1000000
7639 7824 1000000
4190 3594 1000000
1981 7824 1000000
5400 8706 1000000
7608 9205 1000000
569 9205 1000000
7972 9478 1000000
6391 5385 1000000
6864 9478 1000000
6854 4170 1000000
8914 9205 1000000
431 1961 -219560
8460 5385 1000000
9970 5822 1000000
9626 9205 1000000
4397 5385 1000000
6391 9205 1000000
6212 3594 1000000
560 5822 1000000
8876 5822 1000000
2570 4170 1000000
1999 5385 1000000
7852 4170 1000000
5993 9580 -218411
1053 5822 1000000
9959 5822 1000000
2969 9478 1000000
9310 145 -218238
5876 9205 1000000
8897 5385 1000000
7282 7824 1000000
2338 7697 -214012
598 9478 1000000
4980 5822 1000000
7166 4170 1000000
8294 5385 1000000
5532 5822 1000000
331 5822 1000000
6415 8706 1000000
8438 7824 1000000
633 6890 1000000
5280 3594 1000000
3296 6890 1000000
6650 9478 1000000
16 9478 1000000
8213 5822 1000000
5193 9205 1000000
4900 8842 -215693
752 5822 1000000
7779 9478 1000000
397 6890 1000000
9912 5385 1000000
1162 6890 1000000
1842 5385 1000000
1862 8706 1000000
883 7159 -219168
2082 4170 1000000
4594 6945 -210477
7964 5822 1000000
7016 4170 1000000
5897 5822 1000000
1516 4170 1000000
7025 6890 1000000
1088 9478 1000000
6073 9205 1000000
5322 4170 1000000
4759 5822 1000000
8893 5822 1000000
2791 9205 1000000
6755 9478 1000000
3020 5385 1000000
2890 4170 1000000
6554 5822 1000000
716 5385 1000000
4923 5822 1000000
1928 9478 1000000
436 9205 1000000
9113 5385 1000000
7424 4170 1000000
6038 4170 1000000
123 9205 1000000
6860 3594 1000000
8689 9478 1000000
2955 5385 1000000
5259 9478 1000000
8664 4170 1000000
2747 7824 1000000
3935 9478 1000000
7435 4170 1000000
5031 3594 1000000
3758 4170 1000000
1176 8706 1000000
6266 4170 1000000
7651 9205 1000000
4916 6890 1000000
890 9478 1000000
9118 6890 1000000
8418 7824 1000000
5235 7824 1000000
4798 6890 1000000
691 8107 -210682
9575 5385 1000000
740 3594 1000000
6440 7824 1000000
2608 7824 1000000
5336 1634 -211920
872 6890 1000000
9229 6890 1000000
1873 8706 1000000
2935 8706 1000000
4805 4170 1000000
8782 598 -219482
6181 5822 1000000
9528 9205 1000000
103 9205 1000000
6383 6890 1000000
5997 9205 1000000
3419 4170 1000000
1259 5822 1000000
2956 9478 1000000
9091 7824 1000000
3673 4170 1000000
9148 9205 1000000
7475 5822 1000000
9256 5385 1000000
4239 5822 1000000
5506 6890 1000000
1350 6890 1000000
6496 6890 1000000
2400 5822 1000000
3071 9478 1000000
3138 7824 1000000
4503 5822 1000000
5105 5822 1000000
9789 9478 1000000
5147 9205 1000000
5487 5720 -217217
2102 5385 1000000
4698 5822 1000000
6642 4170 1000000
3328 9205 1000000
5887 8706 1000000
6249 9205 1000000
6561 9478 1000000
9444 5385 1000000
6406 5385 1000000
5863 8706 1000000
5928 5822 1000000
7676 5385 1000000
4274 9478 1000000
5569 5822 1000000
4375 5385 1000000
7520 8706 1000000
424 9478 1000000
3424 4170 1000000
9494 9205 1000000
2713 9478 1000000
8904 5822 1000000
3992 3594 1000000
2534 5822 1000000
1210 9205 1000000
2370 7824 1000000
7920 5822 1000000
9370 4170 1000000
8332 3594 1000000
2422 6175 -214242
5508 9205 1000000
1568 9205 1000000
8084 4170 1000000
4967 1995 -219195
6229 8706 1000000
2968 9478 1000000
2323 9205 1000000
9778 5822 1000000
4454 7824 1000000
1362 3594 1000000
8739 4170 1000000
1317 9205 1000000
5594 3594 1000000
5728 5822 1000000
4054 5822 1000000
992 5385 1000000
8274 5822 1000000
7854 3594 1000000
5960 3594 1000000
681 6890 1000000
8262 6890 1000000
9859 8706 1000000
1344 4170 1000000
8321 8706 1000000
6930 9478 1000000
2881 9478 1000000
3639 4170 1000000
149 9478 1000000
5430 7824 1000000
1245 4170 1000000
3068 3594 1000000
8086 7824 1000000
1780 4170 1000000
7753 5822 1000000
5028 4488 -215723
7062 5385 1000000
5955 7824 1000000
4853 6890 1000000
8938 5385 1000000
8792 8706 1000000
3680 6890 1000000
2019 9205 1000000
3563 7824 1000000
6933 4170 1000000
7497 6493 -213748
5160 9196 -216751
1969 3594 1000000
4902 9205 1000000
9321 9205 1000000
2614 7824 1000000
1475 4170 1000000
9166 5822 1000000
4081 7824 1000000
2459 4170 1000000
6362 8706 1000000
2010 6890 1000000
6442 4170 1000000
4443 3166 -212248
9987 7824 1000000
7673 9478 1000000
7591 4170 1000000
7740 5822 1000000
2700 5385 1000000
3570 7824 1000000
9111 5385 1000000
3590 8706 1000000
4298 8706 1000000
5821 3594 1000000
4199 8706 1000000
7805 8706 1000000
2487 3594 1000000
2060 7824 1000000
6680 5822 1000000
9519 9205 1000000
5959 5822 1000000
6701 9478 1000000
4782 7824 1000000
7555 6890 1000000
2490 5822 1000000
2734 9478 1000000
4790 4170 1000000
7637 9205 1000000
7487 9205 1000000
2063 7824 1000000
2366 4170 1000000
3456 8706 1000000
9432 9205 1000000
424 8706 1000000
87 4170 1000000
5140 8706 1000000
5797 5522 -214061
6529 8706 1000000
7369 7167 -219304
1429 8706 1000000
450 5822 1000000
2904 8706 1000000
6661 9478 1000000
8515 4170 1000000
6515 5822 1000000
4044 8706 1000000
8153 6890 1000000
250 4170 1000000
6424 9478 1000000
9623 4170 1000000
8811 9478 1000000
2283 8706 1000000
4427 8706 1000000
1314 4170 1000000
2183 6434 -214685
5443 8706 1000000
506 7824 1000000
7779 8706 1000000
8817 796 -219340
3350 9478 1000000
5686 6890 1000000
5807 7824 1000000
6717 3594 1000000
4364 3594 1000000
4476 7824 1000000
5768 6890 1000000
1227 5385 1000000
3056 6890 1000000
7336 8706 1000000
6709 2022 -211525
1215 4170 1000000
6194 3594 1000000
6562 8706 1000000
7324 6890 1000000
7314 4170 1000000
9919 3594 1000000
5149 9205 1000000
3368 7217 -217626
9843 5385 1000000
1873 9478 1000000
6332 5423 -210592
2376 5385 1000000
4254 6890 1000000
7611 7824 1000000
5458 6890 1000000
8839 4462 -216373
3848 9205 1000000
5768 9478 1000000
727 6890 1000000
4006 9205 1000000
3804 3594 1000000
964 5385 1000000
6672 6890 1000000
6744 6890 1000000
3725 5822 1000000
7939 7824 1000000
9605 4170 1000000
7729 4170 1000000
9326 6890 1000000
1213 9478 1000000
2467 9478 1000000
540 3594 1000000
3739 3594 1000000
8888 7824 1000000
7006 6999 -214176
842 4170 1000000
9408 9478 1000000
8056 5822 1000000
8281 5385 1000000
8440 4170 1000000
7359 9478 1000000
1797 9478 1000000
8035 5822 1000000
434 4170 1000000
2255 8706 1000000
1754 4170 1000000
3008 3594 1000000
3528 9478 1000000
2222 7824 1000000
7963 7824 1000000
5405 3594 1000000
5465 8706 1000000
2416 7824 1000000
991 5385 1000000
6095 5385 1000000
9519 5088 -214790
1851 9205 1000000
2839 9478 1000000
4520 5385 1000000
5636 6890 1000000
9881 5822 1000000
6998 9205 1000000
2304 9478 1000000
6273 7824 1000000
5135 7396 -217901
1097 9205 1000000
8986 8706 1000000
4200 5385 1000000
3295 8135 -212930
8065 7534 -211775
5020 5822 1000000
4095 4170 1000000
8163 7824 1000000
4054 6890 1000000
4143 6890 1000000
4563 3594 1000000
3406 5822 1000000
90 4170 1000000
8232 3594 1000000
5026 9478 1000000
9346 4170 1000000
3557 4170 1000000
1234 4170 1000000
5476 7824 1000000
6347 6890 1000000
4145 5385 1000000
3233 6890 1000000
1577 9478 1000000
7983 3594 1000000
2156 5385 1000000
9865 9205 1000000
2588 6890 1000000
4653 9205 1000000
1330 9205 1000000
8128 9205 1000000
4501 5414 -217542
6312 7824 1000000
9512 7824 1000000
5803 5385 1000000
5001 9205 1000000
2116 7824 1000000
5077 6890 1000000
7674 5822 1000000
3966 5822 1000000
5734 8706 1000000
4505 4170 1000000
6935 9205 1000000
5903 5385 1000000
7621 8706 1000000
1694 9478 1000000
2430 9205 1000000
2004 3594 1000000
8686 5822 1000000
343 8706 1000000
5644 7824 1000000
996 5385 1000000
997 3594 1000000
7564 6890 1000000
1054 6890 1000000
2010 4170 1000000
3654 4170 1000000
2506 4170 1000000
705 6890 1000000
4720 6890 1000000
5180 7824 1000000
1658 8706 1000000
5695 8706 1000000
1787 5822 1000000
4482 9205 1000000
7186 8706 1000000
5813 5385 1000000
3252 8706 1000000
9403 6890 1000000
178 9205 1000000
3550 6890 1000000
3407 5385 1000000
2850 5385 1000000
3568 3594 1000000
2451 7824 1000000
4363 4170 1000000
8442 8706 1000000
8271 5385 1000000
9866 6890 1000000
9180 8706 1000000
9448 3594 1000000
9424 9205 1000000
5261 5822 1000000
4450 4170 1000000
3473 5385 1000000
9597 6890 1000000
4984 5822 1000000
3115 4170 1000000
1713 6890 1000000
2505 8706 1000000
4490 8706 1000000
6166 7824 1000000
3561 6890 1000000
3918 5385 1000000
5072 3594 1000000
667 9205 1000000
6137 5352 -212151
6377 8706 1000000
3653 5822 1000000
311 5822 1000000
106 3594 1000000
9095 3594 1000000
3587 4170 1000000
6463 9478 1000000
247 9205 1000000
9060 4170 1000000
142 6890 1000000
4807 3594 1000000
6699 6890 1000000
6936 3594 1000000
7663 4170 1000000
5253 3594 1000000
8096 8706 1000000
606 1064 -211538
651 5385 1000000
1823 5385 1000000
3903 9205 1000000
9762 9205 1000000
4180 5385 1000000
9215 9205 1000000
834 9478 1000000
7848 5385 1000000
8486 4170 1000000
2176 4170 1000000
8830 9478 1000000
1525 8706 1000000
3691 5822 1000000
3708 269 -215463
7004 7824 1000000
460 8706 1000000
2469 6890 1000000
5636 9524 -218475
1959 3594 1000000
9450 5822 1000000
9329 4170 1000000
4348 6890 1000000
1395 8706 1000000
7098 3594 1000000
3340 9478 1000000
4603 9478 1000000
8416 9478 1000000
2899 1747 -210464
1105 8706 1000000
6772 5822 1000000
5484 4170 1000000
5728 4170 1000000
2961 9478 1000000
8253 5822 1000000
5616 8706 1000000
8208 6890 1000000
4433 6890 1000000
6191 1925 -218109
8833 9478 1000000
2694 5822 1000000
3282 9478 1000000
4101 5385 1000000
5420 6890 1000000
4911 5385 1000000
1453 8706 1000000
3760 3594 1000000
8939 5385 1000000
5143 6890 1000000
3673 5822 1000000
9645 5385 1000000
3063 9205 1000000
7539 9478 1000000
7733 5385 1000000
6644 7824 1000000
9325 2089 -211569
3319 8706 1000000
6580 5822 1000000
3080 8706 1000000
8814 6890 1000000
7767 6890 1000000
9568 9205 1000000
2296 8706 1000000
603 7824 1000000
3232 9205 1000000
9846 6890 1000000
6149 9478 1000000
6561 8706 1000000
5721 4170 1000000
9048 8706 1000000
3026 8706 1000000
7383 9478 1000000
3249 6890 1000000
6366 7824 1000000
3271 7824 1000000
346 3594 1000000
7401 5385 1000000
2780 4170 1000000
8888 9478 1000000
6696 4170 1000000
9427 5385 1000000
3665 7824 1000000
9002 7824 1000000
337 7824 1000000
1635 6890 1000000
1534 9478 1000000
3157 6890 1000000
3529 7824 1000000
1256 9478 1000000
6201 6890 1000000
4197 3594 1000000
3377 8706 1000000
5319 5822 1000000
1295 5822 1000000
324 6890 1000000
5719 3594 1000000
1456 9478 1000000
8886 8706 1000000
1245 8706 1000000
459 4170 1000000
147 3594 1000000
3902 5822 1000000
4539 5822 1000000
607 8706 1000000
9735 3594 1000000
979 6890 1000000
9577 3594 1000000
2209 8706 1000000
7686 3594 1000000
5699 5608 -209753
1310 1456 -215483
9033 3594 1000000
9395 3594 1000000
1798 7824 1000000
9610 6890 1000000
3347 9478 1000000
7072 7824 1000000
580 3594 1000000
8409 9205 1000000
1551 9478 1000000
227 5822 1000000
8807 9205 1000000
9327 3594 1000000
7351 9478 1000000
1407 9729 -210018
9059 3594 1000000
7844 5822 1000000
8131 9205 1000000
8044 9478 1000000
9959 8706 1000000
4889 9478 1000000
8652 5385 1000000
1513 5822 1000000
8806 5385 1000000
404 9205 1000000
2275 9205 1000000
2306 9205 1000000
9822 7824 1000000
6112 3594 1000000
5940 9478 1000000
1086 8706 1000000
9729 9205 1000000
3088 6890 1000000
5793 8706 1000000
7931 4170 1000000
407 9478 1000000
6037 5822 1000000
7077 5385 1000000
996 7824 1000000
166 6890 1000000
7654 9478 1000000
1787 9478 1000000
1616 7824 1000000
9971 4170 1000000
7676 6890 1000000
3789 9478 1000000
8779 6254 -212270
8770 3594 1000000
3111 4170 1000000
2555 6890 1000000
3240 9205 1000000
5345 4170 1000000
9377 9616 -218638
8245 4170 1000000
4258 9478 1000000
1243 3300 1000000
526 4170 1000000
7747 5385 1000000
194 8706 1000000
5226 9478 1000000
1240 7234 -218482
8999 8706 1000000
4255 9478 1000000
9701 3594 1000000
7047 3594 1000000
60 9205 1000000
4077 6890 1000000
3328 7824 1000000
7698 8706 1000000
6871 5822 1000000
6213 5822 1000000
3778 8706 1000000
4042 8706 1000000
7879 6890 1000000
5247 9205 1000000
7283 5385 1000000
148 9478 1000000
666 8706 1000000
2983 7824 1000000
2265 9301 -219675
8610 8706 1000000
4313 9478 1000000
4770 3594 1000000
7291 8706 1000000
2384 8706 1000000
30 4170 1000000
6304 5822 1000000
1221 6890 1000000
3043 5385 1000000
71 6890 1000000
5464 8706 1000000
6943 9205 1000000
9293 6890 1000000
3863 6890 1000000
5693 9478 1000000
4188 9478 1000000
9296 3594 1000000
6818 6890 1000000
9963 6890 1000000
484 7824 1000000
1369 6890 1000000
6854 5385 1000000
8944 8900 -216237
3822 3594 1000000
2202 9478 1000000
7442 8706 1000000
3364 9205 1000000
1926 3594 1000000
3681 5822 1000000
259 8706 1000000
8085 8706 1000000
3101 6133 -213165
774 4170 1000000
4512 747 -217784
719 5822 1000000
6906 5822 1000000
7120 3594 1000000
8611 9205 1000000
9580 9012 -218412
6108 5385 1000000
2833 9478 1000000
3299 9478 1000000
1970 3594 1000000
17 4170 1000000
1282 8658 -211701
7408 7824 1000000
544 3594 1000000
7414 3594 1000000
8224 3300 1000000
171 5385 1000000
9874 6890 1000000
8692 6890 1000000
3359 5385 1000000
7894 9505 -219256
8069 9205 1000000
559 4170 1000000
6399 9205 1000000
7704 9478 1000000
8915 3594 1000000
7055 5822 1000000
1729 9478 1000000
4352 5385 1000000
2456 8706 1000000
7466 3594 1000000
9566 9478 1000000
3472 6890 1000000
8791 6890 1000000
8133 5385 1000000
9094 8706 1000000
150 4170 1000000
2620 8706 1000000
6288 8706 1000000
1441 9205 1000000
8516 7824 1000000
1966 8706 1000000
6833 5822 1000000
9820 6890 1000000
5694 4170 1000000
726 4170 1000000
3995 9478 1000000
9049 1639 -218117
5600 6890 1000000
3994 5822 1000000
6577 9478 1000000
1515 8706 1000000
6537 9478 1000000
3205 6890 1000000
1030 5822 1000000
4219 6890 1000000
8600 7824 1000000
9471 4892 -214496
4819 3594 1000000
4989 3594 1000000
7531 9478 1000000
7821 9205 1000000
3879 3594 1000000
4062 9205 1000000
942 3586 -217277
5894 7824 1000000
2016 4170 1000000
9264 9478 1000000
4895 3594 1000000
9380 4170 1000000
3005 9478 1000000
5039 7824 1000000
8104 9205 1000000
5953 6002 -211911
6355 2991 -210642
1003 9205 1000000
2751 6890 1000000
3943 7824 1000000
7944 9205 1000000
6715 4170 1000000
7501 1970 -219636
5612 5822 1000000
5201 9205 1000000
2540 7824 1000000
8118 6890 1000000
2008 5385 1000000
6184 4170 1000000
7460 7824 1000000
2721 9205 1000000
6390 8706 1000000
4571 5822 1000000
572 3594 1000000
3290 5385 1000000
9762 6890 1000000
5117 9205 1000000
8795 4170 1000000
5137 5385 1000000
5064 4170 1000000
7607 8706 1000000
8236 5822 1000000
6518 8706 1000000
6072 5822 1000000
7449 5385 1000000
7676 2541 -213074
6833 3594 1000000
2703 3573 -213034
5074 8706 1000000
5837 5822 1000000
6234 9478 1000000
5923 9478 1000000
8650 9205 1000000
9876 1814 -214277
4464 8706 1000000
253 7824 1000000
3108 5822 1000000
2852 7824 1000000
2622 3594 1000000
23 5385 1000000
7369 7824 1000000
9814 3594 1000000
3101 6890 1000000
5289 5385 1000000
8972 5822 1000000
5443 9478 1000000
9585 7824 1000000
1164 9205 1000000
2606 7824 1000000
6804 3594 1000000
8171 9478 1000000
2877 5385 1000000
9482 8706 1000000
7141 5822 1000000
2898 7824 1000000
8332 7824 1000000
729 7824 1000000
7487 7824 1000000
640 5822 1000000
34 9205 1000000
6442 3594 1000000
955 8706 1000000
5351 9205 1000000
122 9205 1000000
7531 3594 1000000
2929 4531 -212545
5150 4170 1000000
7070 5385 1000000
566 4170 1000000
2518 5822 1000000
5567 5822 1000000
5515 3594 1000000
1247 8706 1000000
4142 7824 1000000
7668 5822 1000000
975 3594 1000000
6477 4170 1000000
2539 3594 1000000
1069 6890 1000000
9502 9205 1000000
7373 8706 1000000
7782 9205 1000000
4967 4170 1000000
3464 3594 1000000
5232 9478 1000000
672 8706 1000000
4269 3594 1000000
2738 9689 -216620
2984 8706 1000000
1302 4170 1000000
2333 5822 1000000
6252 6890 1000000
1175 5385 1000000
1975 4917 -210073
1183 9205 1000000
9855 8706 1000000
9660 9478 1000000
5086 6890 1000000
2414 6744 -219389
9819 7824 1000000
4029 5822 1000000
7527 4170 1000000
2858 5822 1000000
7772 9205 1000000
975 5822 1000000
2899 5822 1000000
3116 5822 1000000
9982 9205 1000000
1572 3594 1000000
3598 7824 1000000
7768 5822 1000000
7840 3173 -212788
